0     aatrox               a               b                                        c                    d
881   spill                temp_word_type  (sự) tràn ra, chảy ra, đổ ra             temp_pronunciation   temp_word_example
882   split                temp_word_type  nứt, nẻ, chia ra, tách ra                temp_pronunciation   temp_word_example
883   spotless             temp_word_type  không có đốm, không một vết nhơ; sạch sẽ, tinh tươm temp_pronunciation   temp_word_example
884   sprint               temp_word_type  sự chạy nhanh, sự chạy nước rút; cách chạy nước rút temp_pronunciation   temp_word_example
885   stable               temp_word_type  vững chắc; ổn định; kiên định, kiên quyết temp_pronunciation   temp_word_example
886   state                temp_word_type  trạng thái, tình trạng quốc gia, nhà nước temp_pronunciation   temp_word_example
887   steady               temp_word_type  vững, vững chắc, vững vàng; làm cho vững temp_pronunciation   temp_word_example
888   stern                temp_word_type  nghiêm nghị, nghiêm khắc; lạnh lùng      temp_pronunciation   temp_word_example
889   stiff                temp_word_type  cứng, cứng rắn, kiên quyết               temp_pronunciation   temp_word_example
890   stigma               temp_word_type  vết nhơ, điều sỉ nhục                    temp_pronunciation   temp_word_example
891   stock                temp_word_type  kho dự trữ, hàng cất trong kho; cung cấp; có sẵn trong kho temp_pronunciation   temp_word_example
892   stoic                temp_word_type  người khắc kỷ, người chịu đựng trong nghịch cảnh temp_pronunciation   temp_word_example
893   stout                temp_word_type  chắc, khoẻ, bền; người chắc mập, người mập mạp temp_pronunciation   temp_word_example
894   strait               temp_word_type  hẹp, chặt chẽ; tình cảnh khó khăn        temp_pronunciation   temp_word_example
895   strangle             temp_word_type  siết cổ chết; bóp nghẹt                  temp_pronunciation   temp_word_example
896   strenuous            temp_word_type  hăm hở, tích cực; hăng hái; rất cố gắng  temp_pronunciation   temp_word_example
897   strike               temp_word_type  cuộc đình công, bãi công; đánh, đập, tấn công temp_pronunciation   temp_word_example
898   stringent            temp_word_type  nghiêm ngặt, nghiêm khắc, chặt chẽ (về nội quy, luật pháp...) temp_pronunciation   temp_word_example
899   struggle             temp_word_type  sự đấu tranh, cuộc đấu tranh, cuộc chiến đấu; đấu tranh, chống lại temp_pronunciation   temp_word_example
900   study                temp_word_type  sự tìm tòi, sự nghiên cứu, sự điều tra về một vấn đề; học, nghiên cứu, xem rất cẩn thận temp_pronunciation   temp_word_example
901   stunned              temp_word_type  làm choáng váng, đánh bất tỉnh           temp_pronunciation   temp_word_example
902   subtle               temp_word_type  phảng phất, huyền ảo, tinh vi, tinh tế   temp_pronunciation   temp_word_example
903   subtract             temp_word_type  trừ                                      temp_pronunciation   temp_word_example
904   success              temp_word_type  sự thành công, sự thắng lợi, sự thành đạt temp_pronunciation   temp_word_example
905   suggest              temp_word_type  đề nghị; đề xuất; gợi ý                  temp_pronunciation   temp_word_example
906   supervise            temp_word_type  giám sát; quản lý; kiểm soát             temp_pronunciation   temp_word_example
907   support              temp_word_type  sự ủng hộ, người ủng hộ; hỗ trợ          temp_pronunciation   temp_word_example
908   surge                temp_word_type  sự tràn; tràn (như) sóng                 temp_pronunciation   temp_word_example
909   surplus              temp_word_type  số dư, số thừa; số thặng dư              temp_pronunciation   temp_word_example
910   surprising           temp_word_type  làm ngạc nhiên, làm kinh ngạc; đáng sửng sốt temp_pronunciation   temp_word_example
911   sustain              temp_word_type  đỡ; chống đỡ; giữ vững được (trong thời gian dài) temp_pronunciation   temp_word_example
912   swift                temp_word_type  mau, nhanh, lẹ                           temp_pronunciation   temp_word_example
913   symbolize            temp_word_type  tượng trưng, biểu tượng hóa              temp_pronunciation   temp_word_example
914   talkative            temp_word_type  thích nói, hay nói; lắm mồm; ba hoa; bép xép temp_pronunciation   temp_word_example
915   tall                 temp_word_type  cao; cao hơn trung bình; cao hơn xung quanh (người, đồ vật) temp_pronunciation   temp_word_example
916   tame                 temp_word_type  thuần, đã thuần hoá (thú rừng..); dạy cho thuần temp_pronunciation   temp_word_example
917   tandem               temp_word_type  xe hai ngựa thắng con trước con sau      temp_pronunciation   temp_word_example
918   tangible             temp_word_type  hữu hình, có thể sờ mó được              temp_pronunciation   temp_word_example
919   taut                 temp_word_type  căng, không bị chùng, căng thẳng (thân kinh, cơ bắp...) temp_pronunciation   temp_word_example
920   tavern               temp_word_type  quán rượu, quán trọ                      temp_pronunciation   temp_word_example
921   temper               temp_word_type  tính tình, tình khí, tâm tính            temp_pronunciation   temp_word_example
922   temporary            temp_word_type  tạm thời, nhất thời, lâm thời            temp_pronunciation   temp_word_example
923   tender               temp_word_type  mềm, dễ nhai, không dai (thịt)           temp_pronunciation   temp_word_example
924   tenet                temp_word_type  nguyên lý; giáo lý; chủ nghĩa            temp_pronunciation   temp_word_example
925   tense                temp_word_type  căng, căng thẳng, bồn chồn; làm cho căng thẳng, hồi hộp temp_pronunciation   temp_word_example
926   terrible             temp_word_type  khủng khiếp, gây khiếp sợ                temp_pronunciation   temp_word_example
927   thoughtless          temp_word_type  không suy nghĩ, vô tư lự                 temp_pronunciation   temp_word_example
928   thrifty              temp_word_type  tiết kiệm, tằn tiện                      temp_pronunciation   temp_word_example
929   thrive               temp_word_type  thịnh vượng, làm cho thịnh vượng         temp_pronunciation   temp_word_example
930   thumping             temp_word_type  to lớn, khổng lồ; hết mức, cực kỳ        temp_pronunciation   temp_word_example
931   tight                temp_word_type  chặt, bó khít                            temp_pronunciation   temp_word_example
932   timely               temp_word_type  xảy ra đúng lúc, hợp thời                temp_pronunciation   temp_word_example
933   timid                temp_word_type  rụt rè, nhút nhát, bẽn lẽn, dễ sợ hãi    temp_pronunciation   temp_word_example
934   tip                  temp_word_type  đầu, mút, đỉnh, chóp                     temp_pronunciation   temp_word_example
935   toilet               temp_word_type  nhà vệ sinh; bệ xí; phòng có nhà vệ sinh temp_pronunciation   temp_word_example
936   traffic              temp_word_type  sự đi lại, giao thông, vận tải           temp_pronunciation   temp_word_example
937   tragic               temp_word_type  bi kịch, như bi kịch, theo kiểu bi kịch  temp_pronunciation   temp_word_example
938   tranquil             temp_word_type  yên tĩnh, yên bình, lặng lẽ, không bị quấy rầy temp_pronunciation   temp_word_example
939   tranquility          temp_word_type  thay đổi, biến đổi (hình dáng, trạng thái, chức năng) temp_pronunciation   temp_word_example
940   transform            temp_word_type  ngắn ngủi; phù du; bóng chớp             temp_pronunciation   temp_word_example
941   transitory           temp_word_type  ngắn ngủi, phù du, bóng chớp             temp_pronunciation   temp_word_example
942   tremble              temp_word_type  sự run; cảm giác run, động tác run       temp_pronunciation   temp_word_example
943   triumph              temp_word_type  sự chiến thắng, thành công lớn; chiến thắng temp_pronunciation   temp_word_example
944   trivial              temp_word_type  tầm thường, không đáng kể, ít quan trọng temp_pronunciation   temp_word_example
945   trustworthy          temp_word_type  đáng tin cậy                             temp_pronunciation   temp_word_example
946   ultrasound           temp_word_type  siêu âm, sóng siêu âm                    temp_pronunciation   temp_word_example
947   umbrella             temp_word_type  ô, dù                                    temp_pronunciation   temp_word_example
948   unchanging           temp_word_type  không thay đổi, không đổi                temp_pronunciation   temp_word_example
949   unconquerable        temp_word_type  không thể chinh phục được, không thể chế ngự được temp_pronunciation   temp_word_example
950   uncooked             temp_word_type  chưa nấu chín, còn sống                  temp_pronunciation   temp_word_example
951   unfortunate          temp_word_type  không may, rủi ro, bất hạnh              temp_pronunciation   temp_word_example
952   unimportant          temp_word_type  không quan trọng, không đáng kể          temp_pronunciation   temp_word_example
953   unintelligent        temp_word_type  không thông minh, tối dạ                 temp_pronunciation   temp_word_example
954   unkind               temp_word_type  không tốt; độc ác, tàn nhẫn              temp_pronunciation   temp_word_example
955   unlucky              temp_word_type  không gặp may, không may mắn, đem lại vận rủi, bất hạnh, xui, rủi, đen đủi temp_pronunciation   temp_word_example
956   unoccupied           temp_word_type  nhàn rỗi, rảnh rỗi, không bận (thời gian) không có người ở, trống, bỏ không (đất...) temp_pronunciation   temp_word_example
957   unpretentious        temp_word_type  không khoe khoang, không phô trương, khiêm tốn temp_pronunciation   temp_word_example
958   unrelated            temp_word_type  không kể lại, không thuật lại, không có liên quan temp_pronunciation   temp_word_example
959   unstoppable          temp_word_type  quyết tâm                                temp_pronunciation   temp_word_example
960   unusual              temp_word_type  hiếm, không thông thường, lạ, khác thường đáng chú ý, đặc sắc; đặc biệt temp_pronunciation   temp_word_example
961   unwilling            temp_word_type  không muốn, không có ý định, không sẵn lòng, miễn cưỡng temp_pronunciation   temp_word_example
962   update               temp_word_type  cập nhật, hiện đại hóa; sự cập nhật      temp_pronunciation   temp_word_example
963   upstanding           temp_word_type  dựng ngược, dựng đứng lên                temp_pronunciation   temp_word_example
964   urge                 temp_word_type  sự thúc đẩy, thôi thúc; thúc giục        temp_pronunciation   temp_word_example
965   urgent               temp_word_type  gấp, khẩn cấp, cấp bách                  temp_pronunciation   temp_word_example
966   utilize              temp_word_type  dùng, sử dụng; tận dụng                  temp_pronunciation   temp_word_example
967   vacant               temp_word_type  trống, rỗng                              temp_pronunciation   temp_word_example
968   vague                temp_word_type  mơ hồ, lờ mờ, mập mờ, không rõ ràng (cách hiểu, sự nhận thức) temp_pronunciation   temp_word_example
969   valiant              temp_word_type  anh dũng, anh hùng                       temp_pronunciation   temp_word_example
970   valour               temp_word_type  sự dũng cảm (nhất là trong chiến tranh)  temp_pronunciation   temp_word_example
971   vanquish             temp_word_type  thắng, đánh bại, chế ngự, khắc phục, vượt qua temp_pronunciation   temp_word_example
972   variety              temp_word_type  sự đa dạng, nhiều thứ, đủ loại, những thứ khác nhau temp_pronunciation   temp_word_example
973   vary                 temp_word_type  biến đổi, thay đổi, khác nhau            temp_pronunciation   temp_word_example
974   vast                 temp_word_type  rộng lớn, mênh mông, bao la              temp_pronunciation   temp_word_example
975   vendor               temp_word_type  người bán dạo (bán thực phẩm hoặc các thứ lặt vặt khác ở quầy ngoài trời) temp_pronunciation   temp_word_example
976   verdict              temp_word_type  lời tuyên án, lời phán quyết             temp_pronunciation   temp_word_example
977   versatile            temp_word_type  nhiều mặt, nhiều phương diện, toàn diện  temp_pronunciation   temp_word_example
978   viable               temp_word_type  có thể làm được, khả thi                 temp_pronunciation   temp_word_example
979   victory              temp_word_type  sự chiến thắng, sự thắng lợi             temp_pronunciation   temp_word_example
980   vigorous             temp_word_type  sôi nổi, mãnh liệt, mạnh mẽ, hoạt bát, đầy sinh lực temp_pronunciation   temp_word_example
981   vile                 temp_word_type  ghê tởm tồi tệ                           temp_pronunciation   temp_word_example
982   violent              temp_word_type  mãnh liệt, hung tợn                      temp_pronunciation   temp_word_example
983   virtuous             temp_word_type  có đạo đức tốt, cho thấy có đạo đức tốt  temp_pronunciation   temp_word_example
984   voluntary            temp_word_type  tự ý, tự nguyện, tự giác, tình nguyện    temp_pronunciation   temp_word_example
985   vulgar               temp_word_type  thiếu thẩm mỹ, khiếm nhã, tục tĩu        temp_pronunciation   temp_word_example
986   waiver               temp_word_type  sự bỏ, sự từ bỏ, sự khước từ; giấy từ bỏ, giấy khước từ temp_pronunciation   temp_word_example
987   wardrobe             temp_word_type  tủ quần áo                               temp_pronunciation   temp_word_example
988   warlike              temp_word_type  (thuộc) chiến tranh, thích gây sự, hiếu chiến temp_pronunciation   temp_word_example
989   wealthy              temp_word_type  giàu, giàu có                            temp_pronunciation   temp_word_example
990   weird                temp_word_type  không bình thường, khác thường, kỳ lạ, khó hiểu temp_pronunciation   temp_word_example
991   wide                 temp_word_type  rộng, rộng lớn                           temp_pronunciation   temp_word_example
992   willingly            temp_word_type  sẵn lòng, vui lòng tự ý, tự nguyện       temp_pronunciation   temp_word_example
993   win                  temp_word_type  sự thắng cuộc; thắng cuộc, thắng trận    temp_pronunciation   temp_word_example
994   wisecrack            temp_word_type  lời nói lém lỉnh; nói lém lỉnh           temp_pronunciation   temp_word_example
995   withdraw             temp_word_type  rút, rút lui                             temp_pronunciation   temp_word_example
996   withstand            temp_word_type  giữ vững, trụ lại, cưỡng lại, chịu đựng, chống lại temp_pronunciation   temp_word_example
997   woe                  temp_word_type  sự đau buồn, nỗi phiền muộn              temp_pronunciation   temp_word_example
998   worn                 temp_word_type  mòn, hỏng (vì sử dụng quá nhiều)         temp_pronunciation   temp_word_example
999   yell                 temp_word_type  sự kêu la, tiếng la hét; kêu la, la hét  temp_pronunciation   temp_word_example
1000  yield                temp_word_type  sản lượng, hoa lợi (thửa ruộng); hiệu suất (máy...) temp_pronunciation   temp_word_example
